CategoryV7,remarks_text,subject_content_text,root_category_name,root_category_code,total_no_of_stages,hierarchy_order,category_hierarchy_code
331,  The customer has been suitably advised.,"Financial Services (Banking Division) >> Government sponsored Schemes Related >> Prime Minister Rojgar Yojana

Bank : State Bank of India
Branch / Name of Bank and Branch : Palasaguda
Date of Application : 01-01-2023
-----------------------
ମାନନୀୟ,
             ଶ୍ରୀ ଯୁକ୍ତ ଭାରତ ପ୍ରଧାନ ମନ୍ତ୍ରୀ ମହୋଦୟ ଭାରତ ସରକାର ଦିଲ୍ଲୀ 

ମହୋଦୟ----------- ସମୀପେଶୁ

ଜିଲ୍ଳାର ନାମ-------- ବୌଦ୍ଧ 

( ବୌଦ୍ଧ ଜିଲ୍ଲାରେ PMEGP ଋଣ ସରକାରୀ ଯୋଜନାରେ ଗରୀବ ଯୁବକ ମାନଙ୍କୁ ନ୍ୟାୟ ମିଲି ପାରୁନାହିଁ palasaguda ଷ୍ଟେଟ ବ୍ୟାଙ୍କରେ ସମସ୍ତ ପ୍ରକାର କାଗଜ ପତ୍ର ଦାଖଲ କରୁଥିଲେ ମଧ୍ୟ ଫିଲ୍ଡ ଅଫିସର ବିଭିନ୍ନ ପ୍ରକାରର ନାଟ କରି ବାରମ୍ବାର PMEGP ଋଣ ରିଜେଷ୍ଟ୍ କରୁଥିବାରୁ palasaguda ଷ୍ଟେଟ୍ ବ୍ୟାଙ୍କଋ ଫିଲ୍ଡ ଅଫିସର ବଦଳି ଦାବି ପତ୍ର ଦାଖଲ ସମ୍ବନ୍ଧେ କଣ୍ଟାମାଳ ବ୍ଲକର ଗରୀବ ଯୁବକ ମାନଙ୍କ ଜରିଆରେ ଫିଲ୍ଡ ଅଫିସର ବଦଳି ଦାବି)

ମହାଶୟ,
           ନିବେଦନର କାରଣ ଏହିକି ଆମ ବୌଦ୍ଧ ଜିଲ୍ଲାର କଣ୍ଟାମାଳ ବ୍ଲକର ଗରୀବ ଯୁବକ ହୋଇ ବ୍ୟବସାୟ ପ୍ରତିଷ୍ଠାନ କରିବା ସ୍ବାବଲମ୍ବୀ ହେବା ପାଇଁ ବ୍ୟାଙ୍କ ଜରିଆରେ କାହିଁକି ସରକାରୀ PMEGP ଋଣ ପ୍ରଦାନ ହୋଇ ପାରିବ ନାହିଁ, ଅନ୍ୟ ଜିଲ୍ଲାରୁ ଆସି ବୌଦ୍ଧ ଜିଲ୍ଲାରେ ସରକାରୀ ଯୋଜନାରେ ଗରୀବ ଯୁବକ ମାନଙ୍କୁ ବହୁତ୍ ଅନ୍ୟାୟ କରୁଥିବାରୁ ବାରମ୍ବାର ଅଭିଯୋଗ କଲେ ଗରୀବ ଯୁବକ ମାନଙ୍କୁ ନ୍ୟାୟ ମିଲି ପାରୁନାହିଁ ବର୍ଷ ବର୍ଷ ଧରି ଆଶ୍ବସନା ଦେଇ ସମସ୍ତ ପ୍ରକାର କାଗଜ ପତ୍ର pending ରଖି ବିଭିନ୍ନ ପ୍ରକାର ନାଟ ଦେଖାଇ ବାରମ୍ବାର ରିଜେଷ୍ଟ କରୁଥିବା ଫିଲ୍ଡ ଅଫିସର କଣ୍ଟାମାଳ ବ୍ଲକ ଅନ୍ତର୍ଗତ palasaguda ଷ୍ଟେଟ ବ୍ୟାଙ୍କରୁ ତୁରନ୍ତ ବଦଳି କରିବା ପାଇଁ କଣ୍ଟାମାଳ ବ୍ଲକ ଅନ୍ତର୍ଗତ ଖଟଖଟିଆ ଗ୍ରାମ ପଞ୍ଚାୟତ ବାସୀ ଅଭିଯୋଗ ଦାଖଲ କରିଥିବାର ତୁରନ୍ତ ଫିଲ୍ଡ ଅଫିସର ବଦଳି ଦାବୀରେ।

ବୌଦ୍ଧ ଜିଲ୍ଲାର ସ୍ଥାୟୀ ବାସିନ୍ଦା ହୋଇ ବ୍ୟବସାୟ ପ୍ରତିଷ୍ଠାନ କରିବା ପାଇଁ ବ୍ୟାଙ୍କ ଜରିଆରେ ଋଣ ପ୍ରଦାନ ହୋଇ ପାରୁନାହିଁ। ବାରମ୍ବାର ଅଭିଯୋଗ କରୁଥିଲେ ମଧ୍ୟ ଗରୀବ ଯୁବକ ମାନଙ୍କୁ ନ୍ୟାୟ ମିଲି ପାରୁନାହିଁ ବର୍ଷ ବର୍ଷ ଧରି ଠକି ଚାଲିଥିବା ଫିଲ୍ଡ ଅଫିସର palasaguda ଷ୍ଟେଟ ବ୍ୟାଙ୍କରୁ ତୁରନ୍ତ ବଦଳି ଦାବିରେ ଗରୀବ ଯୁବକ ମାନଙ୍କ ଜରିଆରେ ଦାବୀ ପତ୍ର।

ଏଣୁ ଆପଣଙ୍କୁ ବିନୀତ ଅନୁରୋଧ କରୁଛି ଯେ କଣ୍ଟାମାଳ ବ୍ଲକର ସ୍ଥାୟୀ ବାସିନ୍ଦା ହୋଇ ବ୍ୟବସାୟ ପ୍ରତିଷ୍ଠାନ କରିବା ପାଇଁ ସରକାରୀ ଯୋଜନା ଅନୁସାରେ କାହିଁକି ବ୍ୟାଙ୍କ ଜରିଆରେ ଋଣ ପ୍ରଦାନ ହୋଇ ପାରିବନାହିଁ  ଅନ୍ୟ ଜିଲ୍ଲାରୁ ଆସିଥିବା ଅଫିସର ମାନେ ଜବାବ୍ ଦିଅନ୍ତୁ, ଏଣୁ ଉପରୋକ୍ତ ବିଷୟ ପ୍ରତି ଧ୍ୟାନ ଦେଇ palasaguda ଷ୍ଟେଟ ବ୍ୟାଙ୍କରେ ଅଟକି ରହିଥିବା ଋଣ ଖୁବ୍ ଶୀଘ୍ର ପ୍ରଦାନ କଲେ କଣ୍ଟାମାଳ ବ୍ଲକର ଗରୀବ ଯୁବକ ମୁନ୍ନା ଭୋଇ ଆପଣଙ୍କ ନିକଟରେ ଚିର କୃତଜ୍ଞ ରହିବୁ।
          
               
                     ଇତି
              ଆପଣଙ୍କର ବିଶ୍ବସ୍ତ ବୌଦ୍ଧ ଜିଲ୍ଲା ଅନ୍ତର୍ଗତ କଣ୍ଟାମାଳ 
 ବ୍ଲକ ଖଟଖଟିଆ ଗ୍ରାମ୍ୟ ପଞ୍ଚାୟତ ଦମାମୁଣ୍ଡା ଗ୍ରାମର  ସ୍ଥାୟୀ ବାସିନ୍ଦା ମୁନ୍ନା ଭୋଇ।",Banking,251,3,"['Banking', 'Government sponsored Schemes Related', 'Prime Minister Rojgar Yojana']","[251, 262, 331]"
2365," Sir, The grievance received from Sri Mohammed Ashfaq is regarding updation of member name in respect of XPXHXDXXXXXXXXXXXX. In this context, it is to inform that correction of member name has been updated. The member is requested to track the status in his UAN login please.	M H Warsi (RPFC I)	
","Labour and Employment >> PF Withdrawal >> Correction of Member personal details

Name and Address of Establishment : V RETAIL PVT LTD
UAN No. : X0X1X8X1X8X8
PF Code/ PF Account No. : X-X-X-X-X
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Hyderabad I
-----------------------
Dear sir madam
My name is MOHAMMED ASHFAQ
My uan number is X0X1X8X1X8X8
My pf number is X-X-X-X-X
My company name is V RETAIL PVT LTD
Her&#39;s about details company


Sir i apply for correction in offline i already courier To EPFO Office 22 Dec so i send Jion declaration with attested by employer
Sir i need name correction in pf so i request you to Epfo department please CORRECTION my name please reply as soon as possible because of my medical expenses sir please i need help just one digit differ my name kindly correct my name please find the attachment pdf JD",Labour and Employment,2173,3,"['Labour and Employment', 'PF Withdrawal', 'Correction of Member personal details']","[2173, 2343, 2365]"
15905," एनआईसी टीम से प्राप्त जानकारी के अनुसार, शिकायत का जवाब इस प्रकार है:
Captcha is implemented based on the recommendations of application security.","Electronics & Information Technology >> IT/ITeS >> Web
-----------------------
Dear NIC,

Are you absolutely stupeede??? or the office of NIC has been captured by castist people. Only people with castist mentality in India can think of publicaly discriminating against the person with visual disabilities.
How can you add captcha code everywhere?
who told you to do so?
Where did you study, about captcha code protecting from robot?
You people are absolutely nonsense and totally corrupt.

You have to transfer RS50000 to my Bank account because I couldn&#39;t submit my scholarship application because of captcha code at NSP.
I&#39;ll share my account details. Drop me an email at the ID you can access.",Ministry of Electronics & Information Technology,15481,3,"['Ministry of Electronics & Information Technology', 'IT/ITeS', 'Web']","[15481, 15874, 15905]"
331,  The customer has been suitably advised.,"Financial Services (Banking Division) >> Government sponsored Schemes Related >> Prime Minister Rojgar Yojana

Bank : State Bank of India
Branch / Name of Bank and Branch : Palasaguda
Date of Application : 01-01-2023
-----------------------
To,
      The state bank of india Mumbai 

ଜିଲ୍ଳାର ନାମ-------- ବୌଦ୍ଧ 

( ବୌଦ୍ଧ ଜିଲ୍ଲାରେ PMEGP ଋଣ ସରକାରୀ ଯୋଜନାରେ ଗରୀବ ଯୁବକ ମାନଙ୍କୁ ନ୍ୟାୟ ମିଲି ପାରୁନାହିଁ palasaguda ଷ୍ଟେଟ ବ୍ୟାଙ୍କରେ ସମସ୍ତ ପ୍ରକାର କାଗଜ ପତ୍ର ଦାଖଲ କରୁଥିଲେ ମଧ୍ୟ ଫିଲ୍ଡ ଅଫିସର ବିଭିନ୍ନ ପ୍ରକାରର ନାଟ କରି ବାରମ୍ବାର PMEGP ଋଣ ରିଜେଷ୍ଟ୍ କରୁଥିବାରୁ palasaguda ଷ୍ଟେଟ୍ ବ୍ୟାଙ୍କଋ ଫିଲ୍ଡ ଅଫିସର ବଦଳି ଦାବି ପତ୍ର ଦାଖଲ ସମ୍ବନ୍ଧେ କଣ୍ଟାମାଳ ବ୍ଲକର ଗରୀବ ଯୁବକ ମାନଙ୍କ ଜରିଆରେ ଫିଲ୍ଡ ଅଫିସର ବଦଳି ଦାବି)

ମହାଶୟ,
           ନିବେଦନର କାରଣ ଏହିକି ଆମ ବୌଦ୍ଧ ଜିଲ୍ଲାର କଣ୍ଟାମାଳ ବ୍ଲକର ଗରୀବ ଯୁବକ ହୋଇ ବ୍ୟବସାୟ ପ୍ରତିଷ୍ଠାନ କରିବା ସ୍ବାବଲମ୍ବୀ ହେବା ପାଇଁ ବ୍ୟାଙ୍କ ଜରିଆରେ କାହିଁକି ସରକାରୀ PMEGP ଋଣ ପ୍ରଦାନ ହୋଇ ପାରିବ ନାହିଁ, ଅନ୍ୟ ଜିଲ୍ଲାରୁ ଆସି ବୌଦ୍ଧ ଜିଲ୍ଲାରେ ସରକାରୀ ଯୋଜନାରେ ଗରୀବ ଯୁବକ ମାନଙ୍କୁ ବହୁତ୍ ଅନ୍ୟାୟ କରୁଥିବାରୁ ବାରମ୍ବାର ଅଭିଯୋଗ କଲେ ଗରୀବ ଯୁବକ ମାନଙ୍କୁ ନ୍ୟାୟ ମିଲି ପାରୁନାହିଁ ବର୍ଷ ବର୍ଷ ଧରି ଆଶ୍ବସନା ଦେଇ ସମସ୍ତ ପ୍ରକାର କାଗଜ ପତ୍ର pending ରଖି ବିଭିନ୍ନ ପ୍ରକାର ନାଟ ଦେଖାଇ ବାରମ୍ବାର ରିଜେଷ୍ଟ କରୁଥିବା ଫିଲ୍ଡ ଅଫିସର କଣ୍ଟାମାଳ ବ୍ଲକ ଅନ୍ତର୍ଗତ palasaguda ଷ୍ଟେଟ ବ୍ୟାଙ୍କରୁ ତୁରନ୍ତ ବଦଳି କରିବା ପାଇଁ କଣ୍ଟାମାଳ ବ୍ଲକ ଅନ୍ତର୍ଗତ ଖଟଖଟିଆ ଗ୍ରାମ ପଞ୍ଚାୟତ ବାସୀ ଅଭିଯୋଗ ଦାଖଲ କରିଥିବାର ତୁରନ୍ତ ଫିଲ୍ଡ ଅଫିସର ବଦଳି ଦାବୀରେ।

ବୌଦ୍ଧ ଜିଲ୍ଲାର ସ୍ଥାୟୀ ବାସିନ୍ଦା ହୋଇ ବ୍ୟବସାୟ ପ୍ରତିଷ୍ଠାନ କରିବା ପାଇଁ ବ୍ୟାଙ୍କ ଜରିଆରେ ଋଣ ପ୍ରଦାନ ହୋଇ ପାରୁନାହିଁ। ବାରମ୍ବାର ଅଭିଯୋଗ କରୁଥିଲେ ମଧ୍ୟ ଗରୀବ ଯୁବକ ମାନଙ୍କୁ ନ୍ୟାୟ ମିଲି ପାରୁନାହିଁ ବର୍ଷ ବର୍ଷ ଧରି ଠକି ଚାଲିଥିବା ଫିଲ୍ଡ ଅଫିସର palasaguda ଷ୍ଟେଟ ବ୍ୟାଙ୍କରୁ ତୁରନ୍ତ ବଦଳି ଦାବିରେ ଗରୀବ ଯୁବକ ମାନଙ୍କ ଜରିଆରେ ଦାବୀ ପତ୍ର।

ଏଣୁ ଆପଣଙ୍କୁ ବିନୀତ ଅନୁରୋଧ କରୁଛି ଯେ କଣ୍ଟାମାଳ ବ୍ଲକର ସ୍ଥାୟୀ ବାସିନ୍ଦା ହୋଇ ବ୍ୟବସାୟ ପ୍ରତିଷ୍ଠାନ କରିବା ପାଇଁ ସରକାରୀ ଯୋଜନା ଅନୁସାରେ ବ୍ୟାଙ୍କ ଜରିଆରେ ଋଣ ପ୍ରଦାନ ହୋଇ ପାରୁନାହିଁ , ଏଣୁ ଉପରୋକ୍ତ ବିଷୟ ପ୍ରତି ଧ୍ୟାନ ଦେଇ palasaguda ଷ୍ଟେଟ ବ୍ୟାଙ୍କରେ ଅଟକି ରହିଥିବା ଋଣ ଖୁବ୍ ଶୀଘ୍ର ପ୍ରଦାନ କଲେ କଣ୍ଟାମାଳ ବ୍ଲକର ଗରୀବ ଯୁବକ ମାନେ ଆପଣଙ୍କ ନିକଟରେ ଚିର କୃତଜ୍ଞ ରହିବୁ ।
          
               
                     ଇତି
              ଆପଣଙ୍କର ବିଶ୍ବସ୍ତ ବୌଦ୍ଧ ଜିଲ୍ଲା ଅନ୍ତର୍ଗତ କଣ୍ଟାମାଳ 
 ବ୍ଲକ ଖଟଖଟିଆ ଗ୍ରାମ୍ୟ ପଞ୍ଚାୟତ ଗରୀବ ଯୁବକ ବୃନ୍ଦ
ସ୍ବାକ୍ଷର 1......... ବିରେନ୍ଦ୍ର ମେହେର
          2......... ନେତ୍ରା ନନ୍ଦ ମେହେର
          3.......... ଚକାବନ୍ ବିଶି
          4.......... ମୁନ୍ନା ଭୋଇ",Banking,251,3,"['Banking', 'Government sponsored Schemes Related', 'Prime Minister Rojgar Yojana']","[251, 262, 331]"
6520," Service provider has informed this Ministry that they have tried to reach customer, but customer is not in use.","Information and Broadcasting >> DTH Matters >> Any Other

Name of DTH operators : Sun direct
Any Other : First page related
-----------------------
It is brought to the notice of SUN DIRECT that the first channel after the setup is turned on,turns out to be a Tamil Channel.  Its a great matter of shame that this dth operator doesnt display channels accordance to the state or region. What do people of Telangana understand Tamil as startup channel and what do people of Karnataka understand channel of Tamil i.e Sun Tv . How do illerate people understand how to operate channels if they are not properly arranged in order of their dwelling states. Management should have minimum knowledge to correct and address these changes. Pathetic and poor customer care officers, even the appellate authority seems to be weird in addressing reagional channels on startup. Local cable operators and MSO are far better than a South operated dth operator like yours,who doesnt even understand customer needs. Secondly, issue of very less news channels in telugu whereas there are so many channels in tamil language. Its a language discrimination and barrier setup by your firm. You being operator from from Tamil Nadu doesnt mean that you favour only customers of Tamil Nadu and leave other people interest. Im gonna seriously write to TRAI and MSO forum on the same on the discrimination of channel preference as per states.",Ministry of Information and Broadcasting,5587,3,"['Ministry of Information and Broadcasting', 'DTH Matters', 'Any Other']","[5587, 6460, 6520]"
2398," With reference to the grievance, it is informed that the complainant cum member has applied for transfer from X-X-X-X-X to X-X-X-X-X. Although Regional office Noida settled the transfer claim form 13 but the transferred amount could not be credited to the member id X-X-X-X-X, as investigation is going on against the establishment M/s D K Construction bearing code Number X-X-X-X-X for doing some suspicious activities. It observed that recently many member of the establishment have taken transfer from other region and after working less than a month, they have approved for final settlement from member id of this establishment. This case is one of the many cases which comes under fraud committed by certain bogus/fraudulent employer who has shown employees working in some other establishment as his own employee by linking their existing UAN and thereby attaining the right to modify the KYC of such employees. This type of fraud has been clarified as “Chandigarh” type of fraud by the Head Office of EPFO. As the activity of the establishment is found to be suspicious at this stage, final decision in the matter will be taken after receipt of the investigation report from the Enforcement officer. Hence, the complainant may be advised to wait for some time till the final outcome of the investigation	SHASHI BHUSHAN KUMAR (RPFC I)	","Labour and Employment >> Transfer related issues >> Transfer in/out/Form 13/ Online transfer related issues

Name and Address of Establishment : Kumardungi Haldipokhar Barajamni PASHCHIMI SINGHBHUM
UAN No. : X0X5X2X8X0X9
PF Code/ PF Account No. : X-X-X-X-X
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Jamshedpur
-----------------------
सर मेरी पिछली पीएफ अकाउंट X-X-X-X-X का पैसा प्रचेन्ट पीएफ अकाउंटX-X-X-X-X मे ट्रान्सफर किया था सर पैसा 26 दिसम्बर को ट्रान्सफर हो गया है लोकिन मेरी भी प्रचेन्ट आई डी मे पैसा अपडेट नही हुआ है कृपया मेरा आमाउन्ट अपडेट करने कि कृपया करे मुझे पैसे की बहुत  जरूरत इसलिए मेरा बैलंस अपडेट किया जाय",Labour and Employment,2173,3,"['Labour and Employment', 'Transfer related issues', 'Transfer in/out/Form 13/ Online transfer related issues']","[2173, 2347, 2398]"
2358," On verification with this Office records, it is seen that Aadhar is linked. Hence, member is advised to try forgot password option to reset the password. Mail sent to the mail id provided by the complainant in the grievance.	C AMUDHA (RPFC I)","Labour and Employment >> Others (EPFO)

Name and Address of Establishment : Simant Daharwal
UAN No. : X0X7X1X2X0X1
PF Code/ PF Account No. : Not Provided
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Bengaluru I
-----------------------
Hi Sir,

I am trying to login in the below portal (epfIndia) from last one month by using of my login credentials like UAN and password but I am getting all the times invalid user name or password message. However, my UAN already been activated long back with system (epfIndia) generated unique password. I have reported this issue so many times through feedback epfindia email ID but I am not getting any support for resolving my case. This is well known issue which I could see through many online blogs and everyone is complaining about pathetic support by member e-SEWA EPF department. 

URL (WebSite): unifiedportal-mem.epfindia.gov.in/memberinterface/

Without login, I am not able to process my online PF transfer from ex-company to new company. Can you please help for resolving this genuine issue ?

Thanks,
Simant D.",Labour and Employment,2173,2,"['Labour and Employment', 'Others (EPFO)']","[2173, 2358]"
2179," The Pr.DIT(Inv.), Hyderabad vide Action Taken Report dated 25.01.2023 has reported that - In the instant grievance, the complainant is requesting for employment as reward and has attached a document containing previously filed grievances and complaints. However, it is noticed upon perusal of the grievances/complaints filed by the complainant Sri D.S.Kishore, none of the said grievances/ complaints contains any tangible information with respect to evasion of taxes by any of the persons and possess only vague allegations and hence no further action in the petitions is possible. Further, in all the grievances/ complaints filed the above complainant, he has unfailingly requested for reward and employment in lieu of the information provided to the Department. Since, none of the grievances/complaints contain any tangible and actionable information against any person and does not contribute in detection of undisclosed income or black money, the complainant Sri D.S.Kishore is not eligible for any reward. In this regard, it is submitted that the grievance petition may be treated as closed.","Labour and Employment >> Recruitment
-----------------------
HAPPY NEW YEAR 2023
SIR I REQUEST THE HONOURABLE MINISTER FOR LABOUR AND EMPLOYEMENT, GOVERNMENT OF INDIA,NEW DELHI TO SETTLE THE CASE ATTACHED WITH CBODT CENTRAL BOARD OF DIRECT TAXES AND BLESS ME THIS YEAR WITH EMPLOYEMENT",Labour and Employment,2173,2,"['Labour and Employment', 'Recruitment']","[2173, 2179]"
1111,,"Health & Family Welfare >> Public Health >> Community Health System
-----------------------
Sir/madam
I&#39;m live in coochbehar district mekhligang city in west bengal
With district drugs control authority saport all medical store retail are run by fake pharmacist
Every day violation in my district also my city pharmacy practice regulations 2015 and pharmacy act 1948 and drugs and cosmetics act 1940 rulse 1945 in elligal support by district and State drugs control office
State pharmacy council also saport to run medical store with violation of pharmacy practice regulations 2015 and pharmacy act 1948 sec 41and 42
State pharmacy council can&#39;t reply rti application and district drugs control office always reply rang information in rti application answer
Lot of complain panding to mekhligan police station and S.P Office against district drugs control officer. But police can&#39;t take ligal action against corapted officer of drugs control office
State government and State pharmacy council not interested to implement the pharmacy practice regulations 2015 . Pharmacy council of India lasi oct notice issued all principal secretary of health department all state and all state pharmacy council .
But our State pharmacy council are fully support to elligal pharmacy practice
Last November onrebal suprim court direction issue to Patna hight to take nasesari reports to state government of Bihar and State pharmacy council of bihar
So my humble request to you please take immediate nesesari action against fake pharmacist in coochbehar district and Stop the violation of pharmacy practice regulations 2015 and pharmacy act 1940 and also stop violation of drugs and cosmetics act in coochbehar district
Please take necessary action against all partion they are suport the violation of low in our country
Thank yu",Health and Family Welfare,656,3,"['Health and Family Welfare', 'Public Health', 'Community Health System']","[656, 663, 1111]"
11930,,"Legal Affairs >> Vigilance matter
-----------------------
HAPPY NEW YEAR 2023
SIR I REQUEST THE HONOURABLE MINISTER FOR LAW AND JUSTICE, GOVERNMENT OF INDIA,NEW DELHI TO SETTLE THE CASE ATTACHED WITH CBODT CENTRAL BOARD OF DIRECT TAXES AND BLESS ME THIS YEAR WITH EMPLOYEMENT",Department of Legal Affairs,11533,2,"['Department of Legal Affairs', 'Vigilance matter']","[11533, 11930]"
331,  The customer has been suitably advised.,"Financial Services (Banking Division) >> Government sponsored Schemes Related >> Prime Minister Rojgar Yojana

Bank : State Bank of India
Branch / Name of Bank and Branch : Palasaguda
Date of Application : 01-01-2023
-----------------------
To,
    The State Bank of India Mumbai 

ସମ୍ମାନୀୟ ସାର୍ ମୁଁ ଜାନୁୟାରୀ 27/01/2022 ରେ ସମସ୍ତ ପ୍ରକାର କାଗଜ ପତ୍ର Palasaguda ବ୍ୟାଙ୍କ ରେ ଜମା କରି ଅଛି ହେଲେ  ବର୍ଷେ ହେବ ବିତି ଯାଇଥିଲେ ସୁଦ୍ଧା କୌଣସି ଉତ୍ତର ମିଲି ନାହିଁ, ଆଉ କେତେ ବର୍ଷ ଅଭିଯୋଗ କଲେ ମୋର୍ ଋଣ ମଞ୍ଜୁର ହୋଇ ପାରିବ ସାର୍, ମୁଁ ବ୍ୟାଙ୍କ କୁ ଯାଇ ଫିଲ୍ଡ ଅଫିସରଙ୍କୁ ପଚାରିବାରୁ ଫିଲ୍ଡ ଅଫିସର କହିଲେ ମୁଁ ବୌଦ୍ଧ ଷ୍ଟେଟ୍ ବ୍ୟାଙ୍କ୍ Racc କୁ ସମସ୍ତ ପ୍ରକାର କାଗଜ ପତ୍ର ଏବଂ ଋଣ ପ୍ରୋପଚାଲ୍ ପଠାଇ ଦେଇଛି ବୋଲି  ଫିଲ୍ଡ ଅଫିସର ବର୍ଷେ ହେବ ଠକୁ ଥିବାରୁ  କୌଣସି ଉତ୍ତର ଆସି ନାହିଁ ମୋ ପାଖକୁ, ମୁଁ ବ୍ୟବସାୟ ପ୍ରତିଷ୍ଠାନ ପାଇଁ ବାରମ୍ବାର ସମସ୍ତ ପ୍ରକାର କାଗଜ ପତ୍ର ଦାଖଲ କଲା ପରେ ବି ସୁଦ୍ଧା କୌଣସି ସୁଫଳ ମିଳି ନଥିବାରୁ ମୁଁ କାଗଜ ପତ୍ର ରେ ପଚାଶ ହାଜର ଟଙ୍କା ଖର୍ଚ୍ଚ କରି ଅଛି ସେ ଟଙ୍କା ଦେବ କିଏ, ମୋର ବହୁତ କ୍ଷତି କରିଥିବା ଫିଲ୍ଡ ଅଫିସର ମୋର୍ କ୍ଷତି ପୂରଣ ଦିୟା ଗଲେ ଅଭିଯୋଗ ସବୁ ଦିନ ପାଇଁ ବନ୍ଧ ରହିବ ନୋ ହେଲେ ଅଭିଯୋଗ ସବୁଦିନ ପାଇଁ ଜାରି ରହିବାର ମୁନ୍ନା ଭୋଇ ଚେତା ବନି ଦେଉଛି । 

ଗୋଟିଏ ଛଟ ସାହାଯ୍ୟ ପାଇଁ ବର୍ଷ ବର୍ଷ ଲାଗୁଛି ହେଲେ ଆଉ କେତେ ବର୍ଷ ପରେ ମୋର୍ ଋଣ ମଞ୍ଜୁର ହୋଇ ପାରିବ ଉତ୍ତର ଦେଇ ପାରିବେ କି ସାର୍। ବାରମ୍ଵାର ଅଭିଯୋଗ କଲା ପରେ ବୁଝି ପାରୁନାହିଁ , ଆଉ କେତେ ବର୍ଷ ଅଭିଯୋଗ କଲେ ବୁଝି ପାରିବେ ସାର୍ ଏ ବିଷୟରେ ଉତ୍ତର ଦେଇ ପାରିବେ କି।

ମୁଁ ଜଣେ ଗରୀବ ଯୁବକ ମୁଁ ବ୍ୟବସାୟ ପ୍ରତିଷ୍ଠାନ ପାଇଁ ସରକାରଙ୍କ ତରଫରୁ ଯୋଜନା ଆରମ୍ଭ ହୋଇ ଥିବା ଆବେଦନ କଲି ହେଲେ ବର୍ଷ ବର୍ଷ ଧରି ହଇରାଣ କରିବା ପାଇଁ ସରକାରୀ ଯୋଜନା ଆରମ୍ଭ ହୋଇ ଅଛି କି ସାର୍ ଏ ବିଷୟରେ ଉତ୍ତର ଦେଇ ପାରିବେ କି ସାର୍।

ଯଦି ମୋର୍ ଋଣ ମଞ୍ଜୁର ନୋ ହୁଏ ତାହେଲେ ବ୍ୟାଙ୍କ ଶାଖା ସାମ୍ନା ରେ ଅନସନରେ ବସିବାକୁ ବାଧ୍ୟ ହେବି।

ମୋର୍ ହୋଇ ଥିବା କ୍ଷତି ପୂରଣ କିଏ ଭରଣ ପୋଷଣ କରିବ ମୁଁ ବ୍ୟବସାୟ ଆରମ୍ଭ କରିବା ପାଇଁ ସରକାରୀ ଯୋଜନା ଆବେଦନ କଲି ହେଲେ ହୋଇରାଣ କରିବା ପାଇଁ ସରକାରୀ ଯୋଜନା ଆରମ୍ଭ ହୋଇ ଅଛି କି ସାର୍।

ସରକାର ଶିକ୍ଷିତ ଯୁବକ ଓ ଯୁବତୀ ମାନଙ୍କୁ ଥଇଥାନ ତଥା ରୋଜଗାର କ୍ଷମ କରିବା ପାଇଁ PMEGP ଯୋଜନା ଆରମ୍ଭ ହୋଇ ଥିଲେ ସୁଦ୍ଧା କାଗଜ କଲମରେ ଅଟକି ଯାଉଅଛି।

ମୁଁ ଦୁଇ ମାସ ହେବ ସମସ୍ତ୍ ପ୍ରକାର କାଗଜ ପତ୍ର ଦାଖଲ କଲା ପରେ ବି ସୁଦ୍ଧା ଋଣ ମଞ୍ଜୁର ହୋଇ ପାରୁନାହିଁ କୀ ଦୁଃଖର ବିଷୟ ମୁଁ ଜଣେ ଗରୀବ ଯୁବକ ବୋଲି ମୋର୍ ଋଣ ମଞ୍ଜୁର କରିବା ପାଇଁ ବର୍ଷ ବର୍ଷ ଲାଗୁଛି ହେଲେ କୋଟି ପୋତି ଲୋକଙ୍କୁ ଖୁବ୍ ଶୀଘ୍ର ଋଣ ମଞ୍ଜୁର କରାଯାଉଛି।

ଏଣୁ ଆପଣଙ୍କୁ ବିନୀତ ଅନୁରୋଧ କରେ କି କାଗଜ କଲମରେ ଅଟକି ରହିଥିବା ଋଣ କୁ ଯଥା ଶିଘ୍ର ବ୍ୟାଙ୍କ କୁ ନିର୍ଦ୍ଦେଶ ଦେଇ ଖୁବ୍ ଶୀଘ୍ର ଋଣ ମଞ୍ଜୁର କରା ଗଲେ ମୁଁ ଆପଣଙ୍କ ନିକଟରେ ଚିର ଉପକୃତ ହେବି।",Banking,251,3,"['Banking', 'Government sponsored Schemes Related', 'Prime Minister Rojgar Yojana']","[251, 262, 331]"
